date,account_id,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,ad_type,device,spend,clicks,imps,conversions,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,0,4,95,0,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,15,6,79,1,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Tablets with full browsers,0,5,44,1,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Tablets with full browsers,0,0,323,0,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,0,4,210,0,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Computers,214,1,150,2,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,0,0,308,1,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,ZL0YVbSXYLURSDDM6ryBrQ==,Broad | adset 6,MoxRtRI7drqhD3dHXHxGDA==,,Expanded text ad,Mobile devices with full browsers,0,1,100,2,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,ZL0YVbSXYLURSDDM6ryBrQ==,Broad | adset 6,fK2TcdDvP9KaOrlB3WtGOQ==,,Expanded text ad,Mobile devices with full browsers,24,0,97,2,,,,,,,,,,,,
2021-10-03,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,VTsjn6S0H+TyElwtpL4mpQ==,Broad | adset 2,HQVHkCT1YtqrektOPewIpQ==,,Expanded text ad,Computers,9,6,23,1,,,,,,,,,,,,
2021-10-03,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,VTsjn6S0H+TyElwtpL4mpQ==,Broad | adset 2,HQVHkCT1YtqrektOPewIpQ==,,Expanded text ad,Mobile devices with full browsers,7,7,290,1,,,,,,,,,,,,
2021-10-03,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,apL4KKdaexR4N+/her73pg==,Broad | adset 3,sn6vGvGsZHTo9GDs/2JAZg==,,Expanded text ad,Computers,25,5,150,0,,,,,,,,,,,,
2021-10-03,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,apL4KKdaexR4N+/her73pg==,Broad | adset 3,VOrY2Y6ZrWgLe2fQ2ngU7Q==,,Expanded text ad,Mobile devices with full browsers,1,4,340,2,,,,,,,,,,,,
2021-10-03,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,34yhys44D78+unwde0GDpQ==,adset 4,QHlgnt4yUYebup82hgSBOQ==,,Expanded text ad,Tablets with full browsers,10,7,40,2,,,,,,,,,,,,
2021-10-03,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,34yhys44D78+unwde0GDpQ==,adset 4,QHlgnt4yUYebup82hgSBOQ==,,Expanded text ad,Mobile devices with full browsers,17,0,94,0,,,,,,,,,,,,
2021-10-03,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,HnkqcqBSCSIuRuNgFQ+c3A==,adset 5,eT0XqEP6O+VscwdAPJDWCg==,,Expanded text ad,Mobile devices with full browsers,79,2,132,0,,,,,,,,,,,,
2021-10-03,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,HnkqcqBSCSIuRuNgFQ+c3A==,adset 5,eT0XqEP6O+VscwdAPJDWCg==,,Expanded text ad,Mobile devices with full browsers,72,2,274,0,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,8029qFKKNE0U6woeCgajig==,,Expanded text ad,Mobile devices with full browsers,9.38,1,115,1,,,,,,,,,,,,
2021-10-02,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,VTsjn6S0H+TyElwtpL4mpQ==,Broad | adset 2,HQVHkCT1YtqrektOPewIpQ==,,Expanded text ad,Mobile devices with full browsers,5.83,1,200,0,,,,,,,,,,,,
2021-10-02,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,apL4KKdaexR4N+/her73pg==,Broad | adset 3,VOrY2Y6ZrWgLe2fQ2ngU7Q==,,Expanded text ad,Mobile devices with full browsers,11.71,1,85,1,,,,,,,,,,,,
2021-10-02,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,34yhys44D78+unwde0GDpQ==,adset 4,QHlgnt4yUYebup82hgSBOQ==,,Expanded text ad,Mobile devices with full browsers,18.32,1,131,2,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,XO++0deJgsVjEYvgp3kmqg==,,Expanded text ad,Mobile devices with full browsers,23,4,285,1,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,8029qFKKNE0U6woeCgajig==,,Expanded text ad,Mobile devices with full browsers,84,6,343,1,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,8029qFKKNE0U6woeCgajig==,,Expanded text ad,Mobile devices with full browsers,75,8,263,2,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,8029qFKKNE0U6woeCgajig==,,Expanded text ad,Mobile devices with full browsers,79,3,283,2,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,90,2,323,1,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,41,2,135,2,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,59,8,326,1,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,9,2,109,2,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Tablets with full browsers,87,3,166,0,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Computers,13,6,135,2,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,70,1,292,2,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,0,1,78,2,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,ZL0YVbSXYLURSDDM6ryBrQ==,Broad | adset 6,sXUrZmYCIh0n1jZ0pvBpPQ==,,Expanded text ad,Computers,24,7,205,2,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,ZL0YVbSXYLURSDDM6ryBrQ==,Broad | adset 6,MoxRtRI7drqhD3dHXHxGDA==,,Expanded text ad,Mobile devices with full browsers,0,8,261,2,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,ZL0YVbSXYLURSDDM6ryBrQ==,Broad | adset 6,MoxRtRI7drqhD3dHXHxGDA==,,Expanded text ad,Mobile devices with full browsers,0,0,329,0,,,,,,,,,,,,
2021-10-02,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,VTsjn6S0H+TyElwtpL4mpQ==,Broad | adset 2,HQVHkCT1YtqrektOPewIpQ==,,Expanded text ad,Computers,0,4,118,1,,,,,,,,,,,,
2021-10-02,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,VTsjn6S0H+TyElwtpL4mpQ==,Broad | adset 2,jIs3JOubI4GY5TAFE/iqmg==,,Expanded text ad,Mobile devices with full browsers,0,1,83,2,,,,,,,,,,,,
2021-10-02,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,apL4KKdaexR4N+/her73pg==,Broad | adset 3,sn6vGvGsZHTo9GDs/2JAZg==,,Expanded text ad,Mobile devices with full browsers,64,2,317,2,,,,,,,,,,,,
2021-10-02,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,apL4KKdaexR4N+/her73pg==,Broad | adset 3,VOrY2Y6ZrWgLe2fQ2ngU7Q==,,Expanded text ad,Mobile devices with full browsers,72,0,268,1,,,,,,,,,,,,
2021-10-02,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,34yhys44D78+unwde0GDpQ==,adset 4,QHlgnt4yUYebup82hgSBOQ==,,Expanded text ad,Mobile devices with full browsers,71,2,11,0,,,,,,,,,,,,
2021-10-02,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,34yhys44D78+unwde0GDpQ==,adset 4,QHlgnt4yUYebup82hgSBOQ==,,Expanded text ad,Mobile devices with full browsers,7,3,219,2,,,,,,,,,,,,
2021-10-02,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,34yhys44D78+unwde0GDpQ==,adset 4,QHlgnt4yUYebup82hgSBOQ==,,Expanded text ad,Mobile devices with full browsers,54,6,35,1,,,,,,,,,,,,
2021-10-02,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,HnkqcqBSCSIuRuNgFQ+c3A==,adset 5,eT0XqEP6O+VscwdAPJDWCg==,,Expanded text ad,Mobile devices with full browsers,34,7,226,0,,,,,,,,,,,,
2021-10-02,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,HnkqcqBSCSIuRuNgFQ+c3A==,adset 5,eT0XqEP6O+VscwdAPJDWCg==,,Expanded text ad,Mobile devices with full browsers,84,0,198,1,,,,,,,,,,,,
2021-10-02,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,HnkqcqBSCSIuRuNgFQ+c3A==,adset 5,eT0XqEP6O+VscwdAPJDWCg==,,Expanded text ad,Mobile devices with full browsers,12,3,202,1,,,,,,,,,,,,
2021-10-01,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,34yhys44D78+unwde0GDpQ==,adset 4,QHlgnt4yUYebup82hgSBOQ==,,Expanded text ad,Mobile devices with full browsers,11.79,1,64,2,,,,,,,,,,,,
2021-10-01,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,HnkqcqBSCSIuRuNgFQ+c3A==,adset 5,eT0XqEP6O+VscwdAPJDWCg==,,Expanded text ad,Mobile devices with full browsers,18.2,1,311,2,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,8029qFKKNE0U6woeCgajig==,,Expanded text ad,Mobile devices with full browsers,35,0,55,0,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,8029qFKKNE0U6woeCgajig==,,Expanded text ad,Computers,7,1,334,1,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,24,3,51,2,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Computers,60,2,232,0,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,14,2,204,1,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,16,4,244,1,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Computers,46,6,41,2,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Mobile devices with full browsers,24,0,258,0,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,WdqrRfjE6OxPxhj8FaTOVw==,Broad | adset 1,hciXX5R5KeNA8r24eZze1A==,,Expanded text ad,Tablets with full browsers,13,7,62,2,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,ZL0YVbSXYLURSDDM6ryBrQ==,Broad | adset 6,sXUrZmYCIh0n1jZ0pvBpPQ==,,Expanded text ad,Mobile devices with full browsers,23,0,121,2,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,ZL0YVbSXYLURSDDM6ryBrQ==,Broad | adset 6,MoxRtRI7drqhD3dHXHxGDA==,,Expanded text ad,Computers,35,2,154,0,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,0FQ1OC8NxA+PWYxF/oTl0A==,_CN|STRANGEADVENTURE_BR|EXPEDITION_FF|WALLMART,ZL0YVbSXYLURSDDM6ryBrQ==,Broad | adset 6,fK2TcdDvP9KaOrlB3WtGOQ==,,Expanded text ad,Computers,0,2,307,0,,,,,,,,,,,,
2021-10-01,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,VTsjn6S0H+TyElwtpL4mpQ==,Broad | adset 2,HQVHkCT1YtqrektOPewIpQ==,,Expanded text ad,Mobile devices with full browsers,0,5,166,2,,,,,,,,,,,,
2021-10-01,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,VTsjn6S0H+TyElwtpL4mpQ==,Broad | adset 2,HQVHkCT1YtqrektOPewIpQ==,,Expanded text ad,Computers,76,5,73,2,,,,,,,,,,,,
2021-10-01,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,VTsjn6S0H+TyElwtpL4mpQ==,Broad | adset 2,jIs3JOubI4GY5TAFE/iqmg==,,Expanded text ad,Mobile devices with full browsers,0,5,97,0,,,,,,,,,,,,
2021-10-01,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,apL4KKdaexR4N+/her73pg==,Broad | adset 3,sn6vGvGsZHTo9GDs/2JAZg==,,Expanded text ad,Mobile devices with full browsers,0,3,23,0,,,,,,,,,,,,
2021-10-01,DLH2GuJt0uJopHspKxKPmg==,5sBpEPxhFpM3r9YFp+jRMw==,_CN|FIRESHOW_BR|FIRE_FF|WALLMART,apL4KKdaexR4N+/her73pg==,Broad | adset 3,VOrY2Y6ZrWgLe2fQ2ngU7Q==,,Expanded text ad,Mobile devices with full browsers,0,0,291,0,,,,,,,,,,,,
2021-10-01,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,34yhys44D78+unwde0GDpQ==,adset 4,QHlgnt4yUYebup82hgSBOQ==,,Expanded text ad,Mobile devices with full browsers,34,5,30,2,,,,,,,,,,,,
2021-10-01,mAm0RQx8X+Ik8LZcWCrRGw==,w6OZRofbxqN+dRzQXdBZyA==,_CN|CINEMA_BR|DOLBY_FF|WALLMART,34yhys44D78+unwde0GDpQ==,adset 4,QHlgnt4yUYebup82hgSBOQ==,,Expanded text ad,Mobile devices with full browsers,0,1,60,0,,,,,,,,,,,,
