date,account_id,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_type,device,spend,clicks,imps,conversions,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5XiFHJ5g9LD2/hBLYZSAyQ==,Broad Tr | text 3,crlBfPCm+Z1/EQAzBqpkrA==,Expanded text ad,Mobile devices with full browsers,69.00,1,223,0,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,1p9+1rIZ7gcDvkZ8bvmkGw==,text 4,zcq+nOHEuvBE8froYA1cvg==,Expanded text ad,Mobile devices with full browsers,86.00,1,321,1,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,1p9+1rIZ7gcDvkZ8bvmkGw==,text 4,zcq+nOHEuvBE8froYA1cvg==,Expanded text ad,Computers,78.00,3,102,3,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,1p9+1rIZ7gcDvkZ8bvmkGw==,text 4,zcq+nOHEuvBE8froYA1cvg==,Expanded text ad,Mobile devices with full browsers,45.00,2,193,2,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,1p9+1rIZ7gcDvkZ8bvmkGw==,text 4,zcq+nOHEuvBE8froYA1cvg==,Expanded text ad,Computers,52.00,0,29,2,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Mobile devices with full browsers,77.00,0,156,2,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Tablets with full browsers,73.00,0,74,3,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,19.00,3,70,1,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,5.00,4,57,2,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Tablets with full browsers,9.00,4,316,2,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,90.00,2,82,0,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,7.00,2,345,2,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,11.00,4,210,2,,,,,,,,,,,,,
2021-10-01,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Tablets with full browsers,67.00,0,264,2,,,,,,,,,,,,,
2021-10-01,DLH2GuJt0uJopHspKxKPmg==,zRRwAzE/dzRIBehvyZL69Q==,_CN|STUDENT_BR|UNIVERSITY_FF|WALLMART,7nm3jfcXpm7aPCoRss7G7A==,Broad Tr | text 5,Ho2WLS1iu63beefdncf2nQ==,Expanded text ad,Tablets with full browsers,3.00,5,67,1,,,,,,,,,,,,,
2021-10-01,DLH2GuJt0uJopHspKxKPmg==,zRRwAzE/dzRIBehvyZL69Q==,_CN|STUDENT_BR|UNIVERSITY_FF|WALLMART,7nm3jfcXpm7aPCoRss7G7A==,Broad Tr | text 5,Ho2WLS1iu63beefdncf2nQ==,Expanded text ad,Computers,75.00,0,93,2,,,,,,,,,,,,,
2021-10-01,DLH2GuJt0uJopHspKxKPmg==,zRRwAzE/dzRIBehvyZL69Q==,_CN|STUDENT_BR|UNIVERSITY_FF|WALLMART,7nm3jfcXpm7aPCoRss7G7A==,Broad Tr | text 5,Ty59S+/w94UtsCgY6KB2pg==,Expanded text ad,Mobile devices with full browsers,0.00,5,4,3,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5aUmMIQksGGZui1ig/d29A==,Broad Tr | text 1,hkuO+yW3LdbLXvZqR2ZoGg==,Expanded text ad,Tablets with full browsers,57.00,0,106,1,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5aUmMIQksGGZui1ig/d29A==,Broad Tr | text 1,hkuO+yW3LdbLXvZqR2ZoGg==,Expanded text ad,Mobile devices with full browsers,70.12,3,290,0,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Mobile devices with full browsers,80.79,2,327,3,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Mobile devices with full browsers,8.45,2,80,0,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Mobile devices with full browsers,15.53,3,26,1,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Mobile devices with full browsers,62.79,4,242,3,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Mobile devices with full browsers,30.54,5,301,1,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5aUmMIQksGGZui1ig/d29A==,Broad Tr | text 1,wxzDYKZo11WXMR8Kch8YAw==,Expanded text ad,Mobile devices with full browsers,0.00,4,340,0,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5aUmMIQksGGZui1ig/d29A==,Broad Tr | text 1,hkuO+yW3LdbLXvZqR2ZoGg==,Expanded text ad,Mobile devices with full browsers,49.00,1,22,0,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5aUmMIQksGGZui1ig/d29A==,Broad Tr | text 1,hkuO+yW3LdbLXvZqR2ZoGg==,Expanded text ad,Computers,65.00,4,317,0,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5aUmMIQksGGZui1ig/d29A==,Broad Tr | text 1,hkuO+yW3LdbLXvZqR2ZoGg==,Expanded text ad,Computers,24.00,2,296,3,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5XiFHJ5g9LD2/hBLYZSAyQ==,Broad Tr | text 3,t3BEZU93Oe7vyvrSCidOAQ==,Expanded text ad,Mobile devices with full browsers,17.00,1,60,1,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5XiFHJ5g9LD2/hBLYZSAyQ==,Broad Tr | text 3,t3BEZU93Oe7vyvrSCidOAQ==,Expanded text ad,Computers,48.00,0,212,2,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5XiFHJ5g9LD2/hBLYZSAyQ==,Broad Tr | text 3,t3BEZU93Oe7vyvrSCidOAQ==,Expanded text ad,Mobile devices with full browsers,36.00,2,336,0,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5XiFHJ5g9LD2/hBLYZSAyQ==,Broad Tr | text 3,crlBfPCm+Z1/EQAzBqpkrA==,Expanded text ad,Mobile devices with full browsers,71.00,0,123,0,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5XiFHJ5g9LD2/hBLYZSAyQ==,Broad Tr | text 3,crlBfPCm+Z1/EQAzBqpkrA==,Expanded text ad,Computers,8.00,0,64,2,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,1p9+1rIZ7gcDvkZ8bvmkGw==,text 4,zcq+nOHEuvBE8froYA1cvg==,Expanded text ad,Mobile devices with full browsers,63.00,2,223,0,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,1p9+1rIZ7gcDvkZ8bvmkGw==,text 4,zcq+nOHEuvBE8froYA1cvg==,Expanded text ad,Mobile devices with full browsers,55.00,2,302,3,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,1p9+1rIZ7gcDvkZ8bvmkGw==,text 4,zcq+nOHEuvBE8froYA1cvg==,Expanded text ad,Mobile devices with full browsers,74.00,5,38,3,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,44.00,5,132,1,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Tablets with full browsers,39.00,2,283,3,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Tablets with full browsers,6.00,4,332,2,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,5.00,3,232,3,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,11.00,3,282,3,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,41.00,2,143,2,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Tablets with full browsers,42.00,5,273,1,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Tablets with full browsers,17.00,0,51,3,,,,,,,,,,,,,
2021-10-02,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,45.00,2,320,1,,,,,,,,,,,,,
2021-10-02,DLH2GuJt0uJopHspKxKPmg==,zRRwAzE/dzRIBehvyZL69Q==,_CN|STUDENT_BR|UNIVERSITY_FF|WALLMART,7nm3jfcXpm7aPCoRss7G7A==,Broad Tr | text 5,Ho2WLS1iu63beefdncf2nQ==,Expanded text ad,Mobile devices with full browsers,1.00,5,116,3,,,,,,,,,,,,,
2021-10-02,DLH2GuJt0uJopHspKxKPmg==,zRRwAzE/dzRIBehvyZL69Q==,_CN|STUDENT_BR|UNIVERSITY_FF|WALLMART,7nm3jfcXpm7aPCoRss7G7A==,Broad Tr | text 5,Ty59S+/w94UtsCgY6KB2pg==,Expanded text ad,Mobile devices with full browsers,23.00,5,261,2,,,,,,,,,,,,,
2021-10-02,DLH2GuJt0uJopHspKxKPmg==,zRRwAzE/dzRIBehvyZL69Q==,_CN|STUDENT_BR|UNIVERSITY_FF|WALLMART,7nm3jfcXpm7aPCoRss7G7A==,Broad Tr | text 5,Ty59S+/w94UtsCgY6KB2pg==,Expanded text ad,Mobile devices with full browsers,53.00,5,71,2,,,,,,,,,,,,,
2021-10-02,DLH2GuJt0uJopHspKxKPmg==,zRRwAzE/dzRIBehvyZL69Q==,_CN|STUDENT_BR|UNIVERSITY_FF|WALLMART,7nm3jfcXpm7aPCoRss7G7A==,Broad Tr | text 5,Ty59S+/w94UtsCgY6KB2pg==,Expanded text ad,Computers,78.00,0,153,0,,,,,,,,,,,,,
2021-10-02,DLH2GuJt0uJopHspKxKPmg==,zRRwAzE/dzRIBehvyZL69Q==,_CN|STUDENT_BR|UNIVERSITY_FF|WALLMART,Zb13hGO/0AhGBYiIa7yvHg==,Broad Tr | text 6,W4EQNCKbJRywJyw3FVroKg==,Expanded text ad,Mobile devices with full browsers,12.00,4,152,2,,,,,,,,,,,,,
2021-10-02,DLH2GuJt0uJopHspKxKPmg==,zRRwAzE/dzRIBehvyZL69Q==,_CN|STUDENT_BR|UNIVERSITY_FF|WALLMART,Zb13hGO/0AhGBYiIa7yvHg==,Broad Tr | text 6,Wu3cRoOQSjxQfQdIozxt6Q==,Expanded text ad,Mobile devices with full browsers,0.00,2,11,2,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5aUmMIQksGGZui1ig/d29A==,Broad Tr | text 1,hkuO+yW3LdbLXvZqR2ZoGg==,Expanded text ad,Mobile devices with full browsers,58.68,2,243,1,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5aUmMIQksGGZui1ig/d29A==,Broad Tr | text 1,zwOUkfJe8cNMwq1FB6CJtA==,Expanded text ad,Mobile devices with full browsers,30.06,2,39,0,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Mobile devices with full browsers,45.27,2,136,1,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Mobile devices with full browsers,7.53,0,346,3,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Mobile devices with full browsers,30.23,0,13,1,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Mobile devices with full browsers,34.73,1,318,1,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5aUmMIQksGGZui1ig/d29A==,Broad Tr | text 1,hkuO+yW3LdbLXvZqR2ZoGg==,Expanded text ad,Mobile devices with full browsers,82.00,2,304,0,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5aUmMIQksGGZui1ig/d29A==,Broad Tr | text 1,hkuO+yW3LdbLXvZqR2ZoGg==,Expanded text ad,Mobile devices with full browsers,74.00,2,331,3,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5XiFHJ5g9LD2/hBLYZSAyQ==,Broad Tr | text 3,t3BEZU93Oe7vyvrSCidOAQ==,Expanded text ad,Computers,27.00,4,134,1,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5XiFHJ5g9LD2/hBLYZSAyQ==,Broad Tr | text 3,t3BEZU93Oe7vyvrSCidOAQ==,Expanded text ad,Mobile devices with full browsers,44.00,2,62,2,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5XiFHJ5g9LD2/hBLYZSAyQ==,Broad Tr | text 3,t3BEZU93Oe7vyvrSCidOAQ==,Expanded text ad,Mobile devices with full browsers,47.00,3,68,2,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,WgdYr5llR6HwSxu/YrR2Gg==,_CN|AMACRM_BR|AMA_FF|WALLMART,5XiFHJ5g9LD2/hBLYZSAyQ==,Broad Tr | text 3,t3BEZU93Oe7vyvrSCidOAQ==,Expanded text ad,Computers,19.00,3,0,0,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,1p9+1rIZ7gcDvkZ8bvmkGw==,text 4,zcq+nOHEuvBE8froYA1cvg==,Expanded text ad,Computers,1.00,5,153,2,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,1p9+1rIZ7gcDvkZ8bvmkGw==,text 4,zcq+nOHEuvBE8froYA1cvg==,Expanded text ad,Mobile devices with full browsers,24.00,0,65,0,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Tablets with full browsers,52.00,0,308,3,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Tablets with full browsers,2.00,2,147,2,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,64.00,3,304,3,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,59.00,0,68,3,,,,,,,,,,,,,
2021-10-03,KvHZHCUnRS1G2k25DBXWig==,GMDa0jHMb/kAPNjZ8sv90A==,_CN|FIGHTER_BR|AMA_FF|SITE,WSWd6aAlECGsa5IDiMDh2g==,text 2,AmrRspIz7ExFVRYh2Uz02A==,Expanded text ad,Computers,57.00,3,121,3,,,,,,,,,,,,,
